Datetime,Watts
21-05-2022 - 23:19:57.335,11
21-05-2022 - 23:19:57.581,9
21-05-2022 - 23:19:57.835,13
21-05-2022 - 23:19:58.084,11
21-05-2022 - 23:19:58.335,10
21-05-2022 - 23:19:58.585,10
21-05-2022 - 23:19:58.834,11
21-05-2022 - 23:19:59.084,9
21-05-2022 - 23:19:59.334,9
21-05-2022 - 23:19:59.587,8
21-05-2022 - 23:19:59.837,7
21-05-2022 - 23:20:00.088,10
21-05-2022 - 23:20:00.338,6
21-05-2022 - 23:20:00.588,9
21-05-2022 - 23:20:00.838,9
21-05-2022 - 23:20:01.087,8
21-05-2022 - 23:20:01.337,8
21-05-2022 - 23:20:01.587,7
21-05-2022 - 23:20:01.841,10
21-05-2022 - 23:20:02.091,12
21-05-2022 - 23:20:02.340,10
21-05-2022 - 23:20:02.590,10
21-05-2022 - 23:20:02.840,11
21-05-2022 - 23:20:03.090,11
21-05-2022 - 23:20:03.340,11
21-05-2022 - 23:20:03.590,11
21-05-2022 - 23:20:03.840,10
21-05-2022 - 23:20:04.089,10
21-05-2022 - 23:20:04.339,10
21-05-2022 - 23:20:04.593,10
21-05-2022 - 23:20:04.842,8
21-05-2022 - 23:20:05.093,10
21-05-2022 - 23:20:05.342,10
21-05-2022 - 23:20:05.592,7
21-05-2022 - 23:20:05.842,9
21-05-2022 - 23:20:06.092,9
21-05-2022 - 23:20:06.346,10
21-05-2022 - 23:20:06.596,11
21-05-2022 - 23:20:06.846,11
21-05-2022 - 23:20:07.096,10
21-05-2022 - 23:20:07.345,9
21-05-2022 - 23:20:07.595,10
21-05-2022 - 23:20:07.845,9
21-05-2022 - 23:20:08.095,10
21-05-2022 - 23:20:08.344,7
21-05-2022 - 23:20:08.594,6
21-05-2022 - 23:20:08.845,8
21-05-2022 - 23:20:09.094,8
21-05-2022 - 23:20:09.348,7
21-05-2022 - 23:20:09.599,9
21-05-2022 - 23:20:09.848,9
21-05-2022 - 23:20:10.097,9
21-05-2022 - 23:20:10.347,9
21-05-2022 - 23:20:10.597,5
21-05-2022 - 23:20:10.847,6
21-05-2022 - 23:20:11.098,9
21-05-2022 - 23:20:11.347,9
21-05-2022 - 23:20:11.601,10
21-05-2022 - 23:20:11.847,9
21-05-2022 - 23:20:12.100,7
21-05-2022 - 23:20:12.350,8
21-05-2022 - 23:20:12.601,10
21-05-2022 - 23:20:12.850,11
21-05-2022 - 23:20:13.100,11
21-05-2022 - 23:20:13.349,10
21-05-2022 - 23:20:13.600,10
21-05-2022 - 23:20:13.850,8
21-05-2022 - 23:20:14.104,8
21-05-2022 - 23:20:14.353,9
21-05-2022 - 23:20:14.603,9
21-05-2022 - 23:20:14.853,8
21-05-2022 - 23:20:15.103,9
21-05-2022 - 23:20:15.352,12
21-05-2022 - 23:20:15.602,10
21-05-2022 - 23:20:15.853,8
21-05-2022 - 23:20:16.102,9
21-05-2022 - 23:20:16.356,9
21-05-2022 - 23:20:16.606,9
21-05-2022 - 23:20:16.855,11
21-05-2022 - 23:20:17.105,11
21-05-2022 - 23:20:17.356,11
21-05-2022 - 23:20:17.605,9
21-05-2022 - 23:20:17.855,9
21-05-2022 - 23:20:18.105,11
21-05-2022 - 23:20:18.355,10
21-05-2022 - 23:20:18.608,10
21-05-2022 - 23:20:18.854,7
21-05-2022 - 23:20:19.104,8
21-05-2022 - 23:20:19.358,9
21-05-2022 - 23:20:19.608,11
21-05-2022 - 23:20:19.857,10
21-05-2022 - 23:20:20.108,9
21-05-2022 - 23:20:20.358,8
21-05-2022 - 23:20:20.607,8
21-05-2022 - 23:20:20.857,9
21-05-2022 - 23:20:21.108,9
21-05-2022 - 23:20:21.361,11
21-05-2022 - 23:20:21.607,7
21-05-2022 - 23:20:21.860,9
21-05-2022 - 23:20:22.110,9
21-05-2022 - 23:20:22.360,10
21-05-2022 - 23:20:22.611,9
21-05-2022 - 23:20:22.860,11
21-05-2022 - 23:20:23.110,11
21-05-2022 - 23:20:23.359,11
21-05-2022 - 23:20:23.609,8
21-05-2022 - 23:20:23.859,9
21-05-2022 - 23:20:24.110,9
21-05-2022 - 23:20:24.359,8
21-05-2022 - 23:20:24.613,8
21-05-2022 - 23:20:24.863,9
21-05-2022 - 23:20:25.113,8
21-05-2022 - 23:20:25.362,8
21-05-2022 - 23:20:25.613,8
21-05-2022 - 23:20:25.863,8
21-05-2022 - 23:20:26.113,10
21-05-2022 - 23:20:26.366,11
21-05-2022 - 23:20:26.616,11
21-05-2022 - 23:20:26.865,11
21-05-2022 - 23:20:27.116,10
21-05-2022 - 23:20:27.366,9
21-05-2022 - 23:20:27.615,8
21-05-2022 - 23:20:27.865,9
21-05-2022 - 23:20:28.115,9
21-05-2022 - 23:20:28.369,5
21-05-2022 - 23:20:28.619,6
21-05-2022 - 23:20:28.869,8
21-05-2022 - 23:20:29.118,9
21-05-2022 - 23:20:29.368,9
21-05-2022 - 23:20:29.617,9
21-05-2022 - 23:20:29.868,10
21-05-2022 - 23:20:30.122,10
21-05-2022 - 23:20:30.372,10
21-05-2022 - 23:20:30.622,9
21-05-2022 - 23:20:30.871,9
21-05-2022 - 23:20:31.122,10
21-05-2022 - 23:20:31.371,11
21-05-2022 - 23:20:31.621,8
21-05-2022 - 23:20:31.871,8
21-05-2022 - 23:20:32.120,9
21-05-2022 - 23:20:32.375,11
21-05-2022 - 23:20:32.621,8
21-05-2022 - 23:20:32.874,5
21-05-2022 - 23:20:33.124,5
21-05-2022 - 23:20:33.374,6
21-05-2022 - 23:20:33.624,8
21-05-2022 - 23:20:33.874,9
21-05-2022 - 23:20:34.123,11
21-05-2022 - 23:20:34.378,10
21-05-2022 - 23:20:34.627,11
21-05-2022 - 23:20:34.877,10
21-05-2022 - 23:20:35.127,11
21-05-2022 - 23:20:35.376,11
21-05-2022 - 23:20:35.627,11
21-05-2022 - 23:20:35.877,11
21-05-2022 - 23:20:36.126,8
21-05-2022 - 23:20:36.377,9
21-05-2022 - 23:20:36.626,9
21-05-2022 - 23:20:36.876,6
21-05-2022 - 23:20:37.126,9
21-05-2022 - 23:20:37.379,6
21-05-2022 - 23:20:37.629,7
21-05-2022 - 23:20:37.879,9
21-05-2022 - 23:20:38.129,7
21-05-2022 - 23:20:38.379,8
21-05-2022 - 23:20:38.629,7
21-05-2022 - 23:20:38.878,4
21-05-2022 - 23:20:39.129,8
21-05-2022 - 23:20:39.378,8
21-05-2022 - 23:20:39.628,8
21-05-2022 - 23:20:39.882,7
21-05-2022 - 23:20:40.131,10
21-05-2022 - 23:20:40.382,9
21-05-2022 - 23:20:40.631,8
21-05-2022 - 23:20:40.882,8
21-05-2022 - 23:20:41.132,8
21-05-2022 - 23:20:41.382,10
21-05-2022 - 23:20:41.635,10
21-05-2022 - 23:20:41.885,12
21-05-2022 - 23:20:42.131,9
21-05-2022 - 23:20:42.385,9
21-05-2022 - 23:20:42.634,4
21-05-2022 - 23:20:42.884,7
21-05-2022 - 23:20:43.134,4
21-05-2022 - 23:20:43.388,10
21-05-2022 - 23:20:43.637,11
21-05-2022 - 23:20:43.887,11
21-05-2022 - 23:20:44.138,11
21-05-2022 - 23:20:44.387,10
21-05-2022 - 23:20:44.637,10
21-05-2022 - 23:20:44.887,10
21-05-2022 - 23:20:45.141,11
21-05-2022 - 23:20:45.390,12
21-05-2022 - 23:20:45.640,13
21-05-2022 - 23:20:45.890,13
21-05-2022 - 23:20:46.140,11
21-05-2022 - 23:20:46.390,9
21-05-2022 - 23:20:46.640,10
21-05-2022 - 23:20:46.890,11
21-05-2022 - 23:20:47.140,11
21-05-2022 - 23:20:47.393,10
21-05-2022 - 23:20:47.639,9
21-05-2022 - 23:20:47.889,9
21-05-2022 - 23:20:48.143,10
21-05-2022 - 23:20:48.393,8
21-05-2022 - 23:20:48.643,8
21-05-2022 - 23:20:48.893,9
21-05-2022 - 23:20:49.143,10
21-05-2022 - 23:20:49.393,11
21-05-2022 - 23:20:49.642,10
21-05-2022 - 23:20:49.896,10
21-05-2022 - 23:20:50.146,10
21-05-2022 - 23:20:50.396,9
21-05-2022 - 23:20:50.646,8
21-05-2022 - 23:20:50.895,9
21-05-2022 - 23:20:51.145,6
21-05-2022 - 23:20:51.395,8
21-05-2022 - 23:20:51.645,8
21-05-2022 - 23:20:51.895,6
21-05-2022 - 23:20:52.149,6
21-05-2022 - 23:20:52.398,4
21-05-2022 - 23:20:52.648,7
21-05-2022 - 23:20:52.898,7
21-05-2022 - 23:20:53.148,8
21-05-2022 - 23:20:53.398,9
21-05-2022 - 23:20:53.648,10
21-05-2022 - 23:20:53.902,11
21-05-2022 - 23:20:54.151,10
21-05-2022 - 23:20:54.398,9
21-05-2022 - 23:20:54.652,8
21-05-2022 - 23:20:54.902,8
21-05-2022 - 23:20:55.150,8
21-05-2022 - 23:20:55.401,9
21-05-2022 - 23:20:55.650,10
21-05-2022 - 23:20:55.900,11
21-05-2022 - 23:20:56.151,10
21-05-2022 - 23:20:56.400,8
21-05-2022 - 23:20:56.649,10
21-05-2022 - 23:20:56.904,10
21-05-2022 - 23:20:57.154,10
21-05-2022 - 23:20:57.403,9
21-05-2022 - 23:20:57.653,8
21-05-2022 - 23:20:57.904,8
21-05-2022 - 23:20:58.154,9
21-05-2022 - 23:20:58.403,7
21-05-2022 - 23:20:58.653,10
21-05-2022 - 23:20:58.907,10
21-05-2022 - 23:20:59.157,10
21-05-2022 - 23:20:59.407,10
21-05-2022 - 23:20:59.656,9
21-05-2022 - 23:20:59.906,7
21-05-2022 - 23:21:00.156,9
21-05-2022 - 23:21:00.406,10
21-05-2022 - 23:21:00.660,12
21-05-2022 - 23:21:00.909,9
21-05-2022 - 23:21:01.160,12
21-05-2022 - 23:21:01.409,11
21-05-2022 - 23:21:01.659,9
21-05-2022 - 23:21:01.909,7
21-05-2022 - 23:21:02.159,8
21-05-2022 - 23:21:02.408,7
21-05-2022 - 23:21:02.658,7
21-05-2022 - 23:21:02.912,6
21-05-2022 - 23:21:03.158,7
21-05-2022 - 23:21:03.413,11
21-05-2022 - 23:21:03.662,10
21-05-2022 - 23:21:03.912,10
21-05-2022 - 23:21:04.161,10
21-05-2022 - 23:21:04.411,8
21-05-2022 - 23:21:04.662,9
21-05-2022 - 23:21:04.911,10
21-05-2022 - 23:21:05.166,10
21-05-2022 - 23:21:05.415,10
21-05-2022 - 23:21:05.664,10
21-05-2022 - 23:21:05.915,11
21-05-2022 - 23:21:06.164,9
21-05-2022 - 23:21:06.415,10
21-05-2022 - 23:21:06.668,10
21-05-2022 - 23:21:06.914,9
21-05-2022 - 23:21:07.164,9
21-05-2022 - 23:21:07.418,8
21-05-2022 - 23:21:07.667,10
21-05-2022 - 23:21:07.917,11
21-05-2022 - 23:21:08.167,10
21-05-2022 - 23:21:08.417,9
21-05-2022 - 23:21:08.667,8
21-05-2022 - 23:21:08.916,10
21-05-2022 - 23:21:09.166,9
21-05-2022 - 23:21:09.417,9
21-05-2022 - 23:21:09.666,10
21-05-2022 - 23:21:09.920,8
21-05-2022 - 23:21:10.169,8
21-05-2022 - 23:21:10.420,9
21-05-2022 - 23:21:10.670,10
21-05-2022 - 23:21:10.920,10
21-05-2022 - 23:21:11.170,10
21-05-2022 - 23:21:11.419,9
21-05-2022 - 23:21:11.670,6
21-05-2022 - 23:21:11.919,5
21-05-2022 - 23:21:12.173,6
21-05-2022 - 23:21:12.423,8
21-05-2022 - 23:21:12.672,7
21-05-2022 - 23:21:12.923,9
21-05-2022 - 23:21:13.172,11
21-05-2022 - 23:21:13.422,8
21-05-2022 - 23:21:13.672,9
21-05-2022 - 23:21:13.922,12
21-05-2022 - 23:21:14.172,12
21-05-2022 - 23:21:14.426,11
21-05-2022 - 23:21:14.675,10
21-05-2022 - 23:21:14.921,9
21-05-2022 - 23:21:15.174,7
21-05-2022 - 23:21:15.425,8
21-05-2022 - 23:21:15.675,8
21-05-2022 - 23:21:15.925,7
21-05-2022 - 23:21:16.175,10
21-05-2022 - 23:21:16.424,11
21-05-2022 - 23:21:16.674,10
21-05-2022 - 23:21:16.924,8
21-05-2022 - 23:21:17.177,9
21-05-2022 - 23:21:17.427,11
21-05-2022 - 23:21:17.678,9
21-05-2022 - 23:21:17.928,8
21-05-2022 - 23:21:18.178,10
21-05-2022 - 23:21:18.427,10
21-05-2022 - 23:21:18.677,10
21-05-2022 - 23:21:18.927,9
21-05-2022 - 23:21:19.181,9
21-05-2022 - 23:21:19.430,11
21-05-2022 - 23:21:19.681,8
21-05-2022 - 23:21:19.930,9
21-05-2022 - 23:21:20.180,8
21-05-2022 - 23:21:20.430,9
21-05-2022 - 23:21:20.680,8
21-05-2022 - 23:21:20.929,9
21-05-2022 - 23:21:21.179,8
21-05-2022 - 23:21:21.429,9
21-05-2022 - 23:21:21.683,7
21-05-2022 - 23:21:21.929,7
21-05-2022 - 23:21:22.178,9
21-05-2022 - 23:21:22.433,8
21-05-2022 - 23:21:22.683,7
21-05-2022 - 23:21:22.932,10
21-05-2022 - 23:21:23.183,10
21-05-2022 - 23:21:23.432,10
21-05-2022 - 23:21:23.682,10
21-05-2022 - 23:21:23.936,10
21-05-2022 - 23:21:24.186,11
21-05-2022 - 23:21:24.435,10
21-05-2022 - 23:21:24.686,10
21-05-2022 - 23:21:24.935,9
21-05-2022 - 23:21:25.186,9
21-05-2022 - 23:21:25.435,10
21-05-2022 - 23:21:25.685,9
21-05-2022 - 23:21:25.934,7
21-05-2022 - 23:21:26.185,9
21-05-2022 - 23:21:26.434,8
21-05-2022 - 23:21:26.685,9
21-05-2022 - 23:21:26.934,8
21-05-2022 - 23:21:27.188,7
21-05-2022 - 23:21:27.438,9
21-05-2022 - 23:21:27.688,9
21-05-2022 - 23:21:27.937,7
21-05-2022 - 23:21:28.188,7
21-05-2022 - 23:21:28.437,8
21-05-2022 - 23:21:28.687,7
21-05-2022 - 23:21:28.938,9
21-05-2022 - 23:21:29.191,11
21-05-2022 - 23:21:29.441,11
21-05-2022 - 23:21:29.691,12
21-05-2022 - 23:21:29.940,9
21-05-2022 - 23:21:30.190,6
21-05-2022 - 23:21:30.440,7
21-05-2022 - 23:21:30.690,6
