Datetime,Watts
17-06-2022 - 22:11:28.601,17
17-06-2022 - 22:11:28.856,17
17-06-2022 - 22:11:29.105,17
17-06-2022 - 22:11:29.355,18
17-06-2022 - 22:11:29.605,18
17-06-2022 - 22:11:29.854,18
17-06-2022 - 22:11:30.104,19
17-06-2022 - 22:11:30.354,19
17-06-2022 - 22:11:30.605,18
17-06-2022 - 22:11:30.854,17
17-06-2022 - 22:11:31.104,18
17-06-2022 - 22:11:31.354,19
17-06-2022 - 22:11:31.603,18
17-06-2022 - 22:11:31.858,17
17-06-2022 - 22:11:32.108,18
17-06-2022 - 22:11:32.357,19
17-06-2022 - 22:11:32.607,16
17-06-2022 - 22:11:32.857,17
17-06-2022 - 22:11:33.107,18
17-06-2022 - 22:11:33.357,17
17-06-2022 - 22:11:33.607,17
17-06-2022 - 22:11:33.860,18
17-06-2022 - 22:11:34.110,19
17-06-2022 - 22:11:34.360,17
17-06-2022 - 22:11:34.609,17
17-06-2022 - 22:11:34.859,19
17-06-2022 - 22:11:35.110,18
17-06-2022 - 22:11:35.359,19
17-06-2022 - 22:11:35.609,18
17-06-2022 - 22:11:35.859,17
17-06-2022 - 22:11:36.113,18
17-06-2022 - 22:11:36.363,19
17-06-2022 - 22:11:36.613,19
17-06-2022 - 22:11:36.863,20
17-06-2022 - 22:11:37.113,20
17-06-2022 - 22:11:37.362,19
17-06-2022 - 22:11:37.612,18
17-06-2022 - 22:11:37.861,18
17-06-2022 - 22:11:38.111,18
17-06-2022 - 22:11:38.366,19
17-06-2022 - 22:11:38.616,18
17-06-2022 - 22:11:38.866,18
17-06-2022 - 22:11:39.115,20
17-06-2022 - 22:11:39.365,19
17-06-2022 - 22:11:39.614,19
17-06-2022 - 22:11:39.865,19
17-06-2022 - 22:11:40.115,18
17-06-2022 - 22:11:40.365,18
17-06-2022 - 22:11:40.618,18
17-06-2022 - 22:11:40.868,18
17-06-2022 - 22:11:41.118,18
17-06-2022 - 22:11:41.368,17
17-06-2022 - 22:11:41.618,18
17-06-2022 - 22:11:41.868,17
17-06-2022 - 22:11:42.118,19
17-06-2022 - 22:11:42.367,18
17-06-2022 - 22:11:42.621,20
17-06-2022 - 22:11:42.871,19
17-06-2022 - 22:11:43.121,18
17-06-2022 - 22:11:43.371,17
17-06-2022 - 22:11:43.620,17
17-06-2022 - 22:11:43.870,18
17-06-2022 - 22:11:44.124,15
17-06-2022 - 22:11:44.374,17
17-06-2022 - 22:11:44.624,17
17-06-2022 - 22:11:44.874,18
17-06-2022 - 22:11:45.123,18
17-06-2022 - 22:11:45.374,18
17-06-2022 - 22:11:45.624,19
17-06-2022 - 22:11:45.873,19
17-06-2022 - 22:11:46.123,20
17-06-2022 - 22:11:46.377,20
17-06-2022 - 22:11:46.627,19
17-06-2022 - 22:11:46.877,18
17-06-2022 - 22:11:47.127,18
17-06-2022 - 22:11:47.376,17
17-06-2022 - 22:11:47.626,18
17-06-2022 - 22:11:47.876,19
17-06-2022 - 22:11:48.126,18
17-06-2022 - 22:11:48.380,18
17-06-2022 - 22:11:48.630,18
17-06-2022 - 22:11:48.879,18
17-06-2022 - 22:11:49.129,19
17-06-2022 - 22:11:49.379,19
17-06-2022 - 22:11:49.629,17
17-06-2022 - 22:11:49.879,18
17-06-2022 - 22:11:50.129,18
17-06-2022 - 22:11:50.379,19
17-06-2022 - 22:11:50.633,19
17-06-2022 - 22:11:50.882,19
17-06-2022 - 22:11:51.132,17
17-06-2022 - 22:11:51.382,18
17-06-2022 - 22:11:51.631,18
17-06-2022 - 22:11:51.882,19
17-06-2022 - 22:11:52.132,19
17-06-2022 - 22:11:52.382,18
17-06-2022 - 22:11:52.631,18
17-06-2022 - 22:11:52.885,18
17-06-2022 - 22:11:53.135,20
17-06-2022 - 22:11:53.384,18
17-06-2022 - 22:11:53.635,18
17-06-2022 - 22:11:53.885,17
17-06-2022 - 22:11:54.134,17
17-06-2022 - 22:11:54.384,18
17-06-2022 - 22:11:54.634,19
17-06-2022 - 22:11:54.888,20
17-06-2022 - 22:11:55.138,17
17-06-2022 - 22:11:55.388,18
17-06-2022 - 22:11:55.637,18
17-06-2022 - 22:11:55.888,18
17-06-2022 - 22:11:56.137,21
17-06-2022 - 22:11:56.387,19
17-06-2022 - 22:11:56.637,19
17-06-2022 - 22:11:56.887,17
17-06-2022 - 22:11:57.137,17
17-06-2022 - 22:11:57.390,18
17-06-2022 - 22:11:57.640,18
17-06-2022 - 22:11:57.890,18
17-06-2022 - 22:11:58.140,17
17-06-2022 - 22:11:58.390,19
17-06-2022 - 22:11:58.640,19
17-06-2022 - 22:11:58.890,20
17-06-2022 - 22:11:59.139,19
17-06-2022 - 22:11:59.394,19
17-06-2022 - 22:11:59.643,19
17-06-2022 - 22:11:59.893,19
17-06-2022 - 22:12:00.143,19
17-06-2022 - 22:12:00.393,19
17-06-2022 - 22:12:00.643,18
17-06-2022 - 22:12:00.892,17
17-06-2022 - 22:12:01.142,18
17-06-2022 - 22:12:01.392,19
17-06-2022 - 22:12:01.642,19
17-06-2022 - 22:12:01.892,20
17-06-2022 - 22:12:02.146,17
17-06-2022 - 22:12:02.396,19
17-06-2022 - 22:12:02.646,18
17-06-2022 - 22:12:02.895,18
17-06-2022 - 22:12:03.145,16
17-06-2022 - 22:12:03.395,17
17-06-2022 - 22:12:03.645,18
17-06-2022 - 22:12:03.894,18
17-06-2022 - 22:12:04.144,17
17-06-2022 - 22:12:04.398,17
17-06-2022 - 22:12:04.648,17
17-06-2022 - 22:12:04.898,18
17-06-2022 - 22:12:05.148,16
17-06-2022 - 22:12:05.398,19
17-06-2022 - 22:12:05.648,18
17-06-2022 - 22:12:05.898,18
17-06-2022 - 22:12:06.147,19
17-06-2022 - 22:12:06.396,18
17-06-2022 - 22:12:06.651,19
17-06-2022 - 22:12:06.901,20
17-06-2022 - 22:12:07.150,19
17-06-2022 - 22:12:07.400,19
17-06-2022 - 22:12:07.650,20
17-06-2022 - 22:12:07.899,17
17-06-2022 - 22:12:08.149,17
17-06-2022 - 22:12:08.400,18
17-06-2022 - 22:12:08.649,18
17-06-2022 - 22:12:08.900,19
17-06-2022 - 22:12:09.149,20
17-06-2022 - 22:12:09.403,19
17-06-2022 - 22:12:09.653,18
17-06-2022 - 22:12:09.903,18
17-06-2022 - 22:12:10.153,16
17-06-2022 - 22:12:10.403,17
17-06-2022 - 22:12:10.652,19
17-06-2022 - 22:12:10.907,18
17-06-2022 - 22:12:11.157,19
17-06-2022 - 22:12:11.405,18
17-06-2022 - 22:12:11.656,17
17-06-2022 - 22:12:11.905,17
17-06-2022 - 22:12:12.155,17
17-06-2022 - 22:12:12.406,18
17-06-2022 - 22:12:12.655,18
17-06-2022 - 22:12:12.909,17
17-06-2022 - 22:12:13.159,18
17-06-2022 - 22:12:13.409,18
17-06-2022 - 22:12:13.659,18
17-06-2022 - 22:12:13.908,17
17-06-2022 - 22:12:14.158,18
17-06-2022 - 22:12:14.409,17
17-06-2022 - 22:12:14.659,16
17-06-2022 - 22:12:14.909,16
17-06-2022 - 22:12:15.157,17
17-06-2022 - 22:12:15.412,18
17-06-2022 - 22:12:15.661,17
17-06-2022 - 22:12:15.911,17
17-06-2022 - 22:12:16.161,17
17-06-2022 - 22:12:16.410,17
17-06-2022 - 22:12:16.661,17
17-06-2022 - 22:12:16.910,18
17-06-2022 - 22:12:17.160,21
17-06-2022 - 22:12:17.414,20
17-06-2022 - 22:12:17.664,18
17-06-2022 - 22:12:17.914,19
17-06-2022 - 22:12:18.164,19
17-06-2022 - 22:12:18.414,18
17-06-2022 - 22:12:18.664,18
17-06-2022 - 22:12:18.914,18
17-06-2022 - 22:12:19.163,20
17-06-2022 - 22:12:19.418,18
17-06-2022 - 22:12:19.663,18
17-06-2022 - 22:12:19.913,20
17-06-2022 - 22:12:20.166,18
17-06-2022 - 22:12:20.417,17
17-06-2022 - 22:12:20.667,17
