Datetime,Watts
21-05-2022 - 23:36:09.771,10
21-05-2022 - 23:36:10.020,11
21-05-2022 - 23:36:10.274,12
21-05-2022 - 23:36:10.523,11
21-05-2022 - 23:36:10.770,9
21-05-2022 - 23:36:11.023,10
21-05-2022 - 23:36:11.273,11
21-05-2022 - 23:36:11.523,11
21-05-2022 - 23:36:11.773,10
21-05-2022 - 23:36:12.023,12
21-05-2022 - 23:36:12.273,12
21-05-2022 - 23:36:12.522,10
21-05-2022 - 23:36:12.772,9
21-05-2022 - 23:36:13.023,11
21-05-2022 - 23:36:13.272,8
21-05-2022 - 23:36:13.526,10
21-05-2022 - 23:36:13.776,10
21-05-2022 - 23:36:14.025,11
21-05-2022 - 23:36:14.275,11
21-05-2022 - 23:36:14.525,9
21-05-2022 - 23:36:14.775,7
21-05-2022 - 23:36:15.025,9
21-05-2022 - 23:36:15.275,8
21-05-2022 - 23:36:15.529,10
21-05-2022 - 23:36:15.779,11
21-05-2022 - 23:36:16.028,11
21-05-2022 - 23:36:16.278,11
21-05-2022 - 23:36:16.528,11
21-05-2022 - 23:36:16.778,11
21-05-2022 - 23:36:17.028,11
21-05-2022 - 23:36:17.278,10
21-05-2022 - 23:36:17.528,11
21-05-2022 - 23:36:17.774,12
21-05-2022 - 23:36:18.025,10
21-05-2022 - 23:36:18.276,9
21-05-2022 - 23:36:18.524,9
21-05-2022 - 23:36:18.774,9
21-05-2022 - 23:36:19.031,11
21-05-2022 - 23:36:19.281,10
21-05-2022 - 23:36:19.530,11
21-05-2022 - 23:36:19.780,11
21-05-2022 - 23:36:20.030,10
21-05-2022 - 23:36:20.280,8
21-05-2022 - 23:36:20.534,11
21-05-2022 - 23:36:20.781,10
21-05-2022 - 23:36:21.034,11
21-05-2022 - 23:36:21.284,10
21-05-2022 - 23:36:21.533,8
21-05-2022 - 23:36:21.783,9
21-05-2022 - 23:36:22.033,9
21-05-2022 - 23:36:22.282,11
21-05-2022 - 23:36:22.537,10
21-05-2022 - 23:36:22.786,8
21-05-2022 - 23:36:23.036,10
21-05-2022 - 23:36:23.286,10
21-05-2022 - 23:36:23.536,8
21-05-2022 - 23:36:23.786,12
21-05-2022 - 23:36:24.036,12
21-05-2022 - 23:36:24.286,12
21-05-2022 - 23:36:24.539,11
21-05-2022 - 23:36:24.789,12
21-05-2022 - 23:36:25.039,10
21-05-2022 - 23:36:25.289,11
21-05-2022 - 23:36:25.539,11
21-05-2022 - 23:36:25.788,11
21-05-2022 - 23:36:26.039,11
21-05-2022 - 23:36:26.292,13
21-05-2022 - 23:36:26.542,10
21-05-2022 - 23:36:26.792,11
21-05-2022 - 23:36:27.042,11
21-05-2022 - 23:36:27.292,11
21-05-2022 - 23:36:27.542,11
21-05-2022 - 23:36:27.791,10
21-05-2022 - 23:36:28.042,9
21-05-2022 - 23:36:28.291,9
21-05-2022 - 23:36:28.545,11
21-05-2022 - 23:36:28.795,12
21-05-2022 - 23:36:29.044,12
21-05-2022 - 23:36:29.294,12
21-05-2022 - 23:36:29.544,11
21-05-2022 - 23:36:29.794,12
21-05-2022 - 23:36:30.044,10
21-05-2022 - 23:36:30.294,8
21-05-2022 - 23:36:30.548,11
21-05-2022 - 23:36:30.794,9
21-05-2022 - 23:36:31.048,10
21-05-2022 - 23:36:31.297,12
21-05-2022 - 23:36:31.548,11
21-05-2022 - 23:36:31.797,13
21-05-2022 - 23:36:32.047,11
21-05-2022 - 23:36:32.297,10
21-05-2022 - 23:36:32.547,9
21-05-2022 - 23:36:32.797,9
21-05-2022 - 23:36:33.046,9
21-05-2022 - 23:36:33.300,10
21-05-2022 - 23:36:33.550,10
21-05-2022 - 23:36:33.800,10
21-05-2022 - 23:36:34.050,10
21-05-2022 - 23:36:34.300,12
21-05-2022 - 23:36:34.549,10
21-05-2022 - 23:38:27.323,10
21-05-2022 - 23:38:27.327,9
21-05-2022 - 23:38:27.330,11
21-05-2022 - 23:38:27.332,11
21-05-2022 - 23:38:27.334,0
21-05-2022 - 23:38:27.336,8
21-05-2022 - 23:38:27.338,7
21-05-2022 - 23:38:27.340,8
21-05-2022 - 23:38:27.342,8
21-05-2022 - 23:38:27.345,10
21-05-2022 - 23:38:27.347,9
21-05-2022 - 23:38:27.351,12
21-05-2022 - 23:38:27.362,13
21-05-2022 - 23:38:27.366,13
21-05-2022 - 23:38:27.378,11
21-05-2022 - 23:38:27.385,11
21-05-2022 - 23:38:27.393,8
21-05-2022 - 23:38:27.410,8
21-05-2022 - 23:38:27.418,11
21-05-2022 - 23:38:27.426,11
21-05-2022 - 23:38:27.445,10
21-05-2022 - 23:38:27.452,10
21-05-2022 - 23:38:27.457,11
21-05-2022 - 23:38:27.477,10
21-05-2022 - 23:38:27.483,12
21-05-2022 - 23:38:27.495,11
21-05-2022 - 23:38:27.502,14
21-05-2022 - 23:38:27.508,11
