Datetime,Watts
22-12-2021 - 11:55:47.692,78
22-12-2021 - 11:55:47.698,77
22-12-2021 - 11:55:47.709,76
22-12-2021 - 11:55:47.717,75
22-12-2021 - 11:55:47.727,74
22-12-2021 - 11:55:47.734,73
22-12-2021 - 11:55:47.739,72
22-12-2021 - 11:55:47.754,71
22-12-2021 - 11:55:47.759,70
22-12-2021 - 11:55:47.765,69
22-12-2021 - 11:55:47.779,68
22-12-2021 - 11:55:47.785,67
22-12-2021 - 11:55:47.796,66
22-12-2021 - 11:55:47.802,65
22-12-2021 - 11:55:47.808,65
22-12-2021 - 11:55:47.814,64
22-12-2021 - 11:55:47.832,63
22-12-2021 - 11:55:47.840,62
22-12-2021 - 11:55:47.856,61
22-12-2021 - 11:55:47.862,60
22-12-2021 - 11:55:47.876,60
22-12-2021 - 11:55:47.883,59
22-12-2021 - 11:55:47.888,58
22-12-2021 - 11:55:47.893,57
22-12-2021 - 11:55:47.900,56
22-12-2021 - 11:55:47.915,56
22-12-2021 - 11:55:47.920,55
22-12-2021 - 11:55:47.932,54
22-12-2021 - 11:55:47.938,53
22-12-2021 - 11:55:47.949,53
22-12-2021 - 11:55:47.955,52
22-12-2021 - 11:55:47.971,51
22-12-2021 - 11:55:47.987,51
22-12-2021 - 11:55:47.991,50
22-12-2021 - 11:55:47.999,49
22-12-2021 - 11:55:48.014,49
22-12-2021 - 11:55:48.021,48
22-12-2021 - 11:55:48.032,47
22-12-2021 - 11:55:48.038,47
22-12-2021 - 11:55:48.048,46
22-12-2021 - 11:55:48.054,45
22-12-2021 - 11:55:48.065,45
22-12-2021 - 11:55:48.071,44
22-12-2021 - 11:55:48.087,44
22-12-2021 - 11:55:48.092,43
22-12-2021 - 11:55:48.098,42
22-12-2021 - 11:55:48.114,42
22-12-2021 - 11:55:48.120,41
22-12-2021 - 11:55:48.132,41
22-12-2021 - 11:55:48.139,40
22-12-2021 - 11:55:48.156,40
22-12-2021 - 11:55:48.166,39
22-12-2021 - 11:55:48.171,39
22-12-2021 - 11:55:48.177,38
22-12-2021 - 11:55:48.192,38
22-12-2021 - 11:55:48.199,37
22-12-2021 - 11:55:48.211,37
22-12-2021 - 11:55:48.218,36
22-12-2021 - 11:55:48.223,36
22-12-2021 - 11:55:48.241,35
22-12-2021 - 11:55:48.247,35
22-12-2021 - 11:55:48.259,34
22-12-2021 - 11:55:48.266,34
22-12-2021 - 11:55:48.270,34
22-12-2021 - 11:55:48.276,33
22-12-2021 - 11:55:48.292,33
22-12-2021 - 11:55:48.300,32
22-12-2021 - 11:55:48.304,32
22-12-2021 - 11:55:48.321,32
22-12-2021 - 11:55:48.326,31
22-12-2021 - 11:55:48.341,31
22-12-2021 - 11:55:48.348,30
22-12-2021 - 11:55:48.358,30
22-12-2021 - 11:55:48.365,30
22-12-2021 - 11:55:48.376,29
22-12-2021 - 11:55:48.382,29
22-12-2021 - 11:55:48.387,29
22-12-2021 - 11:55:48.397,28
22-12-2021 - 11:55:48.403,28
22-12-2021 - 11:55:48.409,28
22-12-2021 - 11:55:48.426,27
22-12-2021 - 11:55:48.435,27
22-12-2021 - 11:55:48.440,27
22-12-2021 - 11:55:48.455,27
22-12-2021 - 11:55:48.466,26
22-12-2021 - 11:55:48.472,26
22-12-2021 - 11:55:48.483,26
22-12-2021 - 11:55:48.489,25
22-12-2021 - 11:55:48.495,25
22-12-2021 - 11:55:48.500,25
22-12-2021 - 11:55:48.516,25
22-12-2021 - 11:55:48.521,24
22-12-2021 - 11:55:48.527,24
22-12-2021 - 11:55:48.543,24
22-12-2021 - 11:55:48.550,23
22-12-2021 - 11:55:48.555,23
22-12-2021 - 11:55:48.566,23
22-12-2021 - 11:55:48.572,23
22-12-2021 - 11:55:48.582,22
22-12-2021 - 11:55:48.588,22
22-12-2021 - 11:55:48.600,22
22-12-2021 - 11:55:48.608,22
22-12-2021 - 11:55:48.622,21
22-12-2021 - 11:55:48.628,21
22-12-2021 - 11:55:48.635,21
22-12-2021 - 11:55:48.650,21
22-12-2021 - 11:55:48.656,20
22-12-2021 - 11:55:48.667,20
22-12-2021 - 11:55:48.673,20
22-12-2021 - 11:55:48.688,20
22-12-2021 - 11:55:48.693,20
22-12-2021 - 11:55:48.700,20
22-12-2021 - 11:55:48.717,19
22-12-2021 - 11:55:48.722,19
22-12-2021 - 11:55:48.727,19
22-12-2021 - 11:55:48.734,19
22-12-2021 - 11:55:48.748,19
22-12-2021 - 11:55:48.754,19
22-12-2021 - 11:55:48.759,18
22-12-2021 - 11:55:48.777,18
22-12-2021 - 11:55:48.783,18
22-12-2021 - 11:55:48.788,18
22-12-2021 - 11:55:48.800,18
22-12-2021 - 11:55:48.806,17
22-12-2021 - 11:55:48.811,17
22-12-2021 - 11:55:48.817,17
22-12-2021 - 11:55:48.832,17
22-12-2021 - 11:55:48.839,17
22-12-2021 - 11:55:48.848,17
22-12-2021 - 11:55:48.861,17
22-12-2021 - 11:55:48.868,16
22-12-2021 - 11:55:48.873,16
22-12-2021 - 11:55:48.889,16
22-12-2021 - 11:55:48.893,16
22-12-2021 - 11:55:48.899,16
22-12-2021 - 11:55:48.914,16
22-12-2021 - 11:55:48.921,16
22-12-2021 - 11:55:48.932,16
22-12-2021 - 11:55:48.939,16
22-12-2021 - 11:55:48.945,15
22-12-2021 - 11:55:48.958,15
22-12-2021 - 11:55:48.966,15
22-12-2021 - 11:55:48.970,15
22-12-2021 - 11:55:48.976,15
22-12-2021 - 11:55:48.983,15
22-12-2021 - 11:55:48.997,15
22-12-2021 - 11:55:49.003,15
22-12-2021 - 11:55:49.009,14
22-12-2021 - 11:55:49.024,14
22-12-2021 - 11:55:49.029,14
22-12-2021 - 11:55:49.046,14
22-12-2021 - 11:55:49.052,14
22-12-2021 - 11:55:49.058,14
22-12-2021 - 11:55:49.075,14
22-12-2021 - 11:55:49.082,14
22-12-2021 - 11:55:49.087,14
22-12-2021 - 11:55:49.092,14
22-12-2021 - 11:55:49.110,14
22-12-2021 - 11:55:49.116,14
22-12-2021 - 11:55:49.121,14
22-12-2021 - 11:55:49.132,14
22-12-2021 - 11:55:49.139,14
22-12-2021 - 11:55:49.144,14
22-12-2021 - 11:55:49.149,14
22-12-2021 - 11:55:49.164,14
22-12-2021 - 11:55:49.170,14
22-12-2021 - 11:55:49.182,14
22-12-2021 - 11:55:49.188,14
22-12-2021 - 11:55:49.199,14
22-12-2021 - 11:55:49.205,14
22-12-2021 - 11:55:49.210,14
22-12-2021 - 11:55:49.215,14
22-12-2021 - 11:55:49.231,14
22-12-2021 - 11:55:49.239,14
22-12-2021 - 11:55:49.247,14
22-12-2021 - 11:55:49.261,14
22-12-2021 - 11:55:49.267,14
22-12-2021 - 11:55:49.273,14
22-12-2021 - 11:55:49.289,14
22-12-2021 - 11:55:49.294,14
22-12-2021 - 11:55:49.300,14
22-12-2021 - 11:55:49.314,14
22-12-2021 - 11:55:49.320,14
22-12-2021 - 11:55:49.326,14
22-12-2021 - 11:55:49.339,14
22-12-2021 - 11:55:49.354,13
22-12-2021 - 11:55:49.364,13
22-12-2021 - 11:55:49.370,13
22-12-2021 - 11:55:49.381,13
22-12-2021 - 11:55:49.387,13
22-12-2021 - 11:55:49.398,13
22-12-2021 - 11:55:49.404,13
22-12-2021 - 11:55:49.420,13
22-12-2021 - 11:55:49.431,13
22-12-2021 - 11:55:49.437,13
22-12-2021 - 11:55:49.454,13
22-12-2021 - 11:55:49.464,13
22-12-2021 - 11:55:49.470,13
22-12-2021 - 11:55:49.481,13
22-12-2021 - 11:55:49.487,13
22-12-2021 - 11:55:49.498,13
22-12-2021 - 11:55:49.503,13
22-12-2021 - 11:55:49.520,13
22-12-2021 - 11:55:49.524,13
22-12-2021 - 11:55:49.540,13
22-12-2021 - 11:55:49.548,13
22-12-2021 - 11:55:49.553,13
22-12-2021 - 11:55:49.564,13
22-12-2021 - 11:55:49.570,13
22-12-2021 - 11:55:49.580,13
22-12-2021 - 11:55:49.587,12
22-12-2021 - 11:55:49.597,12
22-12-2021 - 11:55:49.603,12
22-12-2021 - 11:55:49.614,12
22-12-2021 - 11:55:49.621,12
22-12-2021 - 11:55:49.638,12
22-12-2021 - 11:55:49.648,12
22-12-2021 - 11:55:49.654,12
22-12-2021 - 11:55:49.670,12
22-12-2021 - 11:55:49.685,12
22-12-2021 - 11:55:49.689,12
22-12-2021 - 11:55:49.705,12
22-12-2021 - 11:55:49.711,12
22-12-2021 - 11:55:49.724,12
22-12-2021 - 11:55:49.730,12
22-12-2021 - 11:55:49.737,12
22-12-2021 - 11:55:49.748,12
22-12-2021 - 11:55:49.754,12
22-12-2021 - 11:55:49.770,12
22-12-2021 - 11:55:49.785,12
22-12-2021 - 11:55:49.790,12
22-12-2021 - 11:55:49.807,12
22-12-2021 - 11:55:49.814,12
22-12-2021 - 11:55:49.825,12
22-12-2021 - 11:55:49.831,12
22-12-2021 - 11:55:49.842,11
22-12-2021 - 11:55:49.851,11
22-12-2021 - 11:55:49.856,11
22-12-2021 - 11:55:49.862,11
22-12-2021 - 11:55:49.877,11
22-12-2021 - 11:55:49.883,11
22-12-2021 - 11:55:49.891,11
22-12-2021 - 11:55:49.896,11
22-12-2021 - 11:55:49.911,11
22-12-2021 - 11:55:49.918,11
22-12-2021 - 11:55:49.930,11
22-12-2021 - 11:55:49.938,11
22-12-2021 - 11:55:49.948,11
22-12-2021 - 11:55:49.953,11
22-12-2021 - 11:55:49.971,11
22-12-2021 - 11:55:49.978,11
22-12-2021 - 11:55:49.992,11
22-12-2021 - 11:55:49.999,11
22-12-2021 - 11:55:50.009,11
22-12-2021 - 11:55:50.015,11
22-12-2021 - 11:55:50.027,11
22-12-2021 - 11:55:50.033,11
22-12-2021 - 11:55:50.044,11
22-12-2021 - 11:55:50.051,11
22-12-2021 - 11:55:50.056,11
22-12-2021 - 11:55:50.072,11
22-12-2021 - 11:55:50.079,11
22-12-2021 - 11:55:50.090,11
22-12-2021 - 11:55:50.096,11
22-12-2021 - 11:55:50.109,11
22-12-2021 - 11:55:50.114,11
22-12-2021 - 11:55:50.119,11
22-12-2021 - 11:55:50.124,11
22-12-2021 - 11:55:50.140,11
22-12-2021 - 11:55:50.147,11
22-12-2021 - 11:55:50.158,11
22-12-2021 - 11:55:50.165,11
22-12-2021 - 11:55:50.170,11
22-12-2021 - 11:55:50.175,11
22-12-2021 - 11:55:50.190,11
22-12-2021 - 11:55:50.197,11
22-12-2021 - 11:55:50.209,11
22-12-2021 - 11:55:50.215,11
22-12-2021 - 11:55:50.227,11
22-12-2021 - 11:55:50.232,11
22-12-2021 - 11:55:50.238,11
22-12-2021 - 11:55:50.254,11
22-12-2021 - 11:55:50.260,11
22-12-2021 - 11:55:50.267,11
22-12-2021 - 11:55:50.281,11
22-12-2021 - 11:55:50.288,11
22-12-2021 - 11:55:50.303,11
22-12-2021 - 11:55:50.323,11
22-12-2021 - 11:55:50.339,11
22-12-2021 - 11:55:50.349,11
22-12-2021 - 11:55:50.356,11
22-12-2021 - 11:55:50.371,11
22-12-2021 - 11:55:50.376,11
22-12-2021 - 11:55:50.390,11
22-12-2021 - 11:55:50.396,11
22-12-2021 - 11:55:50.407,11
22-12-2021 - 11:55:50.414,11
22-12-2021 - 11:55:50.420,11
22-12-2021 - 11:55:50.425,11
22-12-2021 - 11:55:50.440,11
22-12-2021 - 11:55:50.446,11
22-12-2021 - 11:55:50.457,11
22-12-2021 - 11:55:50.465,11
22-12-2021 - 11:55:50.471,11
22-12-2021 - 11:55:50.487,11
22-12-2021 - 11:55:50.503,11
22-12-2021 - 11:55:50.510,11
22-12-2021 - 11:55:50.524,11
22-12-2021 - 11:55:50.531,11
22-12-2021 - 11:55:50.535,11
22-12-2021 - 11:55:50.542,11
22-12-2021 - 11:55:50.556,11
22-12-2021 - 11:55:50.564,11
22-12-2021 - 11:55:50.575,11
22-12-2021 - 11:55:50.581,11
22-12-2021 - 11:55:50.593,11
22-12-2021 - 11:55:50.599,11
22-12-2021 - 11:55:50.609,11
22-12-2021 - 11:55:50.615,11
22-12-2021 - 11:55:50.627,11
22-12-2021 - 11:55:50.632,11
22-12-2021 - 11:55:50.638,11
22-12-2021 - 11:55:50.654,11
22-12-2021 - 11:55:50.662,11
22-12-2021 - 11:55:50.676,11
22-12-2021 - 11:55:50.682,10
22-12-2021 - 11:55:50.687,10
22-12-2021 - 11:55:50.693,10
22-12-2021 - 11:55:50.707,10
22-12-2021 - 11:55:50.714,11
22-12-2021 - 11:55:50.719,11
22-12-2021 - 11:55:50.730,11
22-12-2021 - 11:55:50.735,11
22-12-2021 - 11:55:50.747,11
22-12-2021 - 11:55:50.753,11
22-12-2021 - 11:55:50.769,11
22-12-2021 - 11:55:50.774,11
22-12-2021 - 11:55:50.788,11
22-12-2021 - 11:55:50.794,11
22-12-2021 - 11:55:50.808,11
22-12-2021 - 11:55:50.814,11
22-12-2021 - 11:55:50.819,11
22-12-2021 - 11:55:50.824,11
22-12-2021 - 11:55:50.841,11
22-12-2021 - 11:55:50.848,11
22-12-2021 - 11:55:50.852,11
22-12-2021 - 11:55:50.860,11
22-12-2021 - 11:55:50.879,11
22-12-2021 - 11:55:50.885,11
22-12-2021 - 11:55:50.891,11
22-12-2021 - 11:55:50.907,11
22-12-2021 - 11:55:50.914,11
22-12-2021 - 11:55:50.920,11
22-12-2021 - 11:55:50.925,11
22-12-2021 - 11:55:50.930,11
22-12-2021 - 11:55:50.947,11
22-12-2021 - 11:55:50.953,11
22-12-2021 - 11:55:50.959,11
22-12-2021 - 11:55:50.964,11
22-12-2021 - 11:55:50.980,11
22-12-2021 - 11:55:50.986,11
22-12-2021 - 11:55:50.991,11
22-12-2021 - 11:55:51.007,11
22-12-2021 - 11:55:51.014,11
22-12-2021 - 11:55:51.019,11
22-12-2021 - 11:55:51.030,11
22-12-2021 - 11:55:51.035,11
22-12-2021 - 11:55:51.041,11
22-12-2021 - 11:55:51.055,11
22-12-2021 - 11:55:51.061,11
22-12-2021 - 11:55:51.075,11
22-12-2021 - 11:55:51.083,11
22-12-2021 - 11:55:51.088,11
22-12-2021 - 11:55:51.096,11
22-12-2021 - 11:55:51.102,11
22-12-2021 - 11:55:51.108,11
22-12-2021 - 11:55:51.116,11
22-12-2021 - 11:55:51.121,12
22-12-2021 - 11:55:51.129,12
22-12-2021 - 11:55:51.140,12
22-12-2021 - 11:55:51.148,11
22-12-2021 - 11:55:51.153,12
22-12-2021 - 11:55:51.160,11
22-12-2021 - 11:55:51.171,11
22-12-2021 - 11:55:51.177,12
22-12-2021 - 11:55:51.183,12
22-12-2021 - 11:55:51.189,12
22-12-2021 - 11:55:51.201,12
22-12-2021 - 11:55:51.211,12
22-12-2021 - 11:55:51.218,12
22-12-2021 - 11:55:51.223,12
22-12-2021 - 11:55:51.230,12
22-12-2021 - 11:55:51.236,12
22-12-2021 - 11:55:51.249,12
22-12-2021 - 11:55:51.254,12
22-12-2021 - 11:55:51.268,12
22-12-2021 - 11:55:51.278,12
22-12-2021 - 11:55:51.285,12
22-12-2021 - 11:55:51.299,12
22-12-2021 - 11:55:51.304,12
22-12-2021 - 11:55:51.318,12
22-12-2021 - 11:55:51.323,12
22-12-2021 - 11:55:51.329,12
22-12-2021 - 11:55:51.336,12
22-12-2021 - 11:55:51.343,11
22-12-2021 - 11:55:51.349,11
22-12-2021 - 11:55:51.355,12
