Datetime,Watts
17-06-2022 - 22:59:30.336,14
17-06-2022 - 22:59:30.586,15
17-06-2022 - 22:59:30.836,13
17-06-2022 - 22:59:31.086,10
17-06-2022 - 22:59:31.336,13
17-06-2022 - 22:59:31.589,13
17-06-2022 - 22:59:31.835,8
17-06-2022 - 22:59:32.085,8
17-06-2022 - 22:59:32.339,11
17-06-2022 - 22:59:32.589,12
17-06-2022 - 22:59:32.839,5
17-06-2022 - 22:59:33.089,5
17-06-2022 - 22:59:33.339,11
17-06-2022 - 22:59:33.588,9
17-06-2022 - 22:59:33.838,7
17-06-2022 - 22:59:34.088,7
17-06-2022 - 22:59:34.342,12
17-06-2022 - 22:59:34.588,7
17-06-2022 - 22:59:34.842,12
17-06-2022 - 22:59:35.091,13
17-06-2022 - 22:59:35.341,13
17-06-2022 - 22:59:35.591,10
17-06-2022 - 22:59:35.841,10
17-06-2022 - 22:59:36.091,9
17-06-2022 - 22:59:36.341,7
17-06-2022 - 22:59:36.590,8
17-06-2022 - 22:59:36.841,8
17-06-2022 - 22:59:37.094,8
17-06-2022 - 22:59:37.344,7
17-06-2022 - 22:59:37.594,14
17-06-2022 - 22:59:37.844,13
17-06-2022 - 22:59:38.094,14
17-06-2022 - 22:59:38.344,12
17-06-2022 - 22:59:38.594,12
17-06-2022 - 22:59:38.847,17
17-06-2022 - 22:59:39.097,16
17-06-2022 - 22:59:39.346,14
17-06-2022 - 22:59:39.597,15
17-06-2022 - 22:59:39.846,13
17-06-2022 - 22:59:40.094,14
17-06-2022 - 22:59:40.346,12
17-06-2022 - 22:59:40.596,8
17-06-2022 - 22:59:40.846,11
17-06-2022 - 22:59:41.095,12
17-06-2022 - 22:59:41.346,12
17-06-2022 - 22:59:41.595,12
17-06-2022 - 22:59:41.849,11
17-06-2022 - 22:59:42.100,11
17-06-2022 - 22:59:42.349,13
17-06-2022 - 22:59:42.599,15
17-06-2022 - 22:59:42.849,11
17-06-2022 - 22:59:43.099,11
17-06-2022 - 22:59:43.348,14
17-06-2022 - 22:59:43.599,10
17-06-2022 - 22:59:43.848,16
17-06-2022 - 22:59:44.102,10
17-06-2022 - 22:59:44.352,11
17-06-2022 - 22:59:44.601,7
17-06-2022 - 22:59:44.851,6
17-06-2022 - 22:59:45.101,11
17-06-2022 - 22:59:45.351,13
17-06-2022 - 22:59:45.601,12
